Name,Glasanteil_Süd_[%],Glasanteil_WestOst_[%],Glasanteil_Nord_[%],Produktwahl_Verglasung,Produktwahl_Verschattung,Dämmstärke_[m],VolSpez_Wärmekap_[kJ/m3K],Klimaszenario,,Anteil_Unzufrieden_[%],Tageslichtfaktor_[%],Kühlenergie_[kWh/Jahr],Heizenergie_[kWh/Jahr],Energie_Kunstlicht_[kWh/Jahr],Primärenergie_Total_{kWh/Jahr],Betriebskosten_[EUR/Jahr],Investitionskosten_[EUR]
run10003,19.35,47.47,81.07,U=0.7 g=42%,none,0.121,933.3,2060,run10003,7.448,4.984,148891.9,99027.3,13826.6,380701.7,59875.3,1161541.8
run10005,44.4,66.25,22.78,U=1.1 g=34%,none,0.1696,1687.7,2060,run10005,7.536,6.15,133221.8,137542.4,11844.3,414813.1,62777.5,1250531.4
run10007,44.25,87.55,90.63,U=0.3 g=20%,none,0.167,2219,2000,run10007,7.259,5.029,109333.4,81714.4,13997.6,336016.9,53320.4,1115281.3
run10008,19.45,12.7,93.35,U=0.6 g=18%,none,0.1583,1335.4,2060,run10008,7.272,0.5505,52543,88020.5,39246,355197.9,56227.7,853324.4
run10009,41.98,86.66,34.66,U=0.7 g=42%,none,0.1142,1371.9,2000,run10009,7.856,8.66,213235.9,109744.8,9549.4,424607.3,66839.3,1373615.3
run10010,53.06,66.4,55.66,U=0.3 g=20%,none,0.1821,1206.1,2000,run10010,7.168,3.948,87428.8,74518.4,16520.1,318620.4,50806.1,1025967.4
run10011,52.39,37.58,38.11,U=0.6 g=18%,none,0.1065,2077.4,2060 Warm,run10011,7.292,1.332,82647.3,112241.6,25647.6,378495.7,58383.1,996594.4
r2n10001,85.99,98.36,38.96,U=1.1 g=34%,none,0.1692,2431.7,2000,r2n10001,7.824,10.36,157873.2,188157.1,8126.2,484675.6,71069.8,1412122.7
r2n10002,75.07,76.31,38.83,U=0.6 g=18%,none,0.1886,1130.7,2060 Warm,r2n10002,7.306,2.734,114703.2,111233.7,18604.4,383821,59419.3,1210367.9
r2n10003,63.4,1.58,1.165,U=0.6 g=23% ,screen,0.1675,49.51,2000,r2n10003,7.208,0.1649,39657.5,73451.1,43150,336591.2,54109.7,739597.8
r2n10004,46.35,26.2,5.885,U=0.6 g=23% ,none,0.1901,2646.1,2000,r2n10004,7.25,1.286,47254.3,80195.4,24121.1,315139.9,49712.1,883910.2
r2n10006,47.79,68.97,78.05,U=0.3 g=20%,roller,0.1177,27.91,2000,r2n10006,7.259,4.087,87428.3,89492.8,15931.1,335859.5,52646,1033750
r2n10007,91.21,13.71,41.42,U=0.6 g=18%,roller,0.1081,2167.7,2060,r2n10007,7.339,0.7972,55711.2,106970,31388,366115.9,56606.3,910746.2
r2n10008,22.29,1.013,81.03,U=0.7 g=42%,none,0.166,236.4,2060 Warm,r2n10008,7.039,0.5026,72547,70597.6,28889.1,327366.3,52696.7,800303
r2n10009,56.5,16,46.36,U=0.3 g=20%,screen,0.1058,1976.1,2000,r2n10009,7.382,1.196,42062.5,101262.3,27335.4,343559.8,53045.5,833539.5
r2n10010,14.45,83.08,40.86,U=0.7 g=42%,roller,0.1749,100.3,2000,r2n10010,7.632,7.463,193782.1,99975.7,10048.2,401901.4,63589,1281824.4
r2n10011,10.3,92.06,71.58,U=0.6 g=18%,none,0.1689,1462,2000,r2n10011,7.523,2.953,77869,136175.4,18010.2,390930.2,58618.7,1185777.7
r2n10012,81.77,12.34,21.4,U=0.6 g=18%,roller,0.1884,781.8,2060 Warm,r2n10012,7.044,0.5791,72602.9,71061.7,35341,339584.2,54843.6,885065.4
r2n10013,70.78,18.31,16.8,U=0.7 g=42%,none,0.1768,2409.5,2060 Warm,r2n10013,7.009,2.005,114725.3,64441.5,18952,327255.6,53188.3,964431.8
r2n10014,2.155,14.42,92.65,U=0.6 g=18%,roller,0.116,2866.2,2000,r2n10014,7.496,0.4913,39662.6,114763.3,42358,385665.7,59455.9,824568
r2n10015,14.33,71.89,73.93,U=0.3 g=20%,roller,0.1889,1365.9,2060 Warm,r2n10015,7.168,3.743,124781.4,72243.4,16394.6,338228.9,54503,1142749.1
r2n10017,31.95,92.18,3.025,U=0.6 g=23% ,none,0.1214,2555.2,2000,r2n10017,7.499,5.145,98184,125280.3,13794.5,382222.3,57966.1,1180625.7
r2n10018,76.06,59.39,13.93,U=0.6 g=18%,roller,0.1515,1304.2,2000,r2n10018,7.406,2.051,62628.4,115055.4,21516.7,362284.1,55249,1053532.8
r2n10019,18.09,55.62,66.18,U=0.6 g=23% ,roller,0.1296,781.6,2060,r2n10019,7.341,3.234,85191.8,109719.5,17664.3,362462.4,55724.3,1043507.9
r2n10020,97.01,10.64,42,U=0.6 g=23% ,screen,0.1062,1007.5,2060 Warm,r2n10020,7.248,1.242,75293.2,102228,25596.6,361752.6,56219.9,907972.3
r2n10021,7.961,33.27,78.15,U=0.6 g=18%,none,0.1138,637.9,2060 Warm,r2n10021,7.303,1.103,77866.9,110089.7,28291.2,377758.9,58429.9,934891.5
r2n10022,79.62,12.09,43.02,U=0.3 g=20%,roller,0.1298,757.1,2000,r2n10022,7.252,1.162,43310.7,83897.2,27318.7,323056.6,50820.3,820491.3
r2n10023,46.73,30.9,20.75,U=0.6 g=18%,roller,0.1421,183.2,2060,r2n10023,7.25,0.9684,60131.7,95096.4,29275,350451.8,54790.9,910713.1
r2n10024,98.87,88.44,50.99,U=0.6 g=18%,screen,0.1448,419.2,2060 Warm,r2n10024,7.394,3.474,127396.1,126545.9,16850.8,406998.5,62293.2,1312187.5
r2n10025,1.287,31.47,99.32,U=0.3 g=20%,roller,0.1836,1793.1,2000,r2n10025,7.239,1.71,50669.3,75275.3,23353.5,309793.8,49164.4,864516.1
r2n10026,2.619,56.18,81.6,U=0.3 g=20%,screen,0.1068,1440.1,2060,r2n10026,7.264,2.925,80432.8,93631.6,19209.9,342724.6,53530.1,1005728.2
r2n10027,7.585,66.23,85.24,U=0.7 g=42%,screen,0.1981,2205.1,2060,r2n10027,7.341,5.97,130006.5,96666.2,11881.4,362989.9,56903.2,1139117
r2n10028,28.34,20.12,69.16,U=0.7 g=42%,screen,0.1252,1536.6,2000,r2n10028,7.393,2.221,54274.4,105225.2,18840.3,340445.1,52159,864772.1
r2n10029,32.76,59.26,34.94,U=0.6 g=23% ,screen,0.1259,2834.5,2060,r2n10029,7.35,3.496,81634,111191.6,17503.3,361838.4,55490.2,1056819.4
r2n10030,19.47,67.03,42.42,U=0.7 g=42%,roller,0.1681,1993.1,2060 Warm,r2n10030,7.612,6.111,210555.8,90538.8,11926.9,404018.7,64751.8,1298542.5
r2n10031,28.14,69.08,93.59,U=0.7 g=42%,none,0.1166,543.3,2000,r2n10031,7.683,7.181,179403,110810.5,10213,406812.7,63567.4,1255006.7
r2n10033,17.66,63.75,8.175,U=0.6 g=23% ,roller,0.1474,136.9,2000,r2n10033,7.368,3.123,71208.9,108102.6,17389,351506.6,53898.7,1019954.7
r2n10034,43.31,13.68,44.22,U=0.6 g=18%,screen,0.1984,1301.4,2060 Warm,r2n10034,7.064,0.6089,70981.6,70447.6,39387,345145.2,55889.4,876883.2
r2n10035,17.41,37.11,25.96,U=0.6 g=18%,roller,0.1907,2164.6,2060 Warm,r2n10035,7.149,1.03,78418,83164.2,28700.6,345916.5,54970.8,960006.3
r2n10036,88.12,37.03,25.34,U=0.3 g=20%,roller,0.1256,1475.1,2060,r2n10036,7.105,2.376,76592.6,78335,21168.7,325244.9,51674,976312.2
r2n10037,93.09,32.13,61.83,U=0.6 g=18%,none,0.1207,386.1,2000,r2n10037,7.397,1.719,51264.7,118374.6,23827.7,363686.9,55224.2,971518.2
r2n10038,80.24,72.79,1.602,U=0.3 g=20%,screen,0.1525,1499.7,2060 Warm,r2n10038,7.169,4.244,125916.9,73969.8,16223.2,340714.2,54804.1,1175104.2
r2n10039,24.45,68.64,53.2,U=0.6 g=18%,screen,0.1408,421.5,2000,r2n10039,7.461,2.242,63969.6,126665.7,20931.3,376229.3,56778.9,1083553
r2n10040,29.37,83.67,72.17,U=0.7 g=42%,roller,0.1046,2134.7,2060 Warm,r2n10040,7.991,8.65,256784.6,111466.6,10306.2,454412.2,72027.8,1456571.6
r2n10041,61.27,48.11,81.2,U=0.6 g=23% ,none,0.1676,1251.3,2060,r2n10041,7.263,3.384,89931.7,97993.5,17242.4,350213.6,54507.3,1053390.2
r2n10042,78.11,12.66,13.29,U=0.3 g=20%,none,0.1227,513.3,2000,r2n10042,7.269,0.9131,42151.2,86739.9,28274,327550.6,51388.2,810138.5
r2n10043,63.74,42.1,84.47,U=0.6 g=18%,screen,0.1893,1270.4,2060,r2n10043,7.278,1.69,72184.9,99672.8,23448.1,352791.5,54829.1,1010697.1
r2n10044,89.09,19.38,57.58,U=0.7 g=42%,roller,0.1105,1024.7,2060 Warm,r2n10044,7.177,3.118,126855.5,89895.7,16354.2,360976.5,57105.7,1025650.1
r2n10045,83.18,24.77,29.65,U=0.3 g=20%,roller,0.158,2287.8,2060,r2n10045,7.036,1.677,66345.6,68288,24042.3,311995,50138.6,922678.8
r2n10046,13.02,98.58,80.01,U=0.3 g=20%,screen,0.1956,1114.2,2060 Warm,r2n10046,7.299,5.004,148550.8,77272.4,14022.5,354372.5,56973,1285632.6
r2n10048,81.76,62.38,26.62,U=0.7 g=42%,roller,0.1035,196.3,2060,r2n10048,7.55,6.908,195397.3,101282.9,11939.9,407965.4,64565.3,1300960.3
r2n10049,82.6,38.24,81.31,U=0.6 g=23% ,screen,0.1162,574.2,2000,r2n10049,7.406,3.169,60899.8,119476.5,17487.4,359395.1,54365,1007013.2
r2n10050,20.16,60.54,13.15,U=0.6 g=18%,screen,0.1452,2349.2,2060,r2n10050,7.348,1.77,73866.4,108447,23761.6,365084.9,56299.2,1039042.4
r2n10051,71.14,7.561,20.55,U=0.6 g=18%,screen,0.1602,1902.3,2060 Warm,r2n10051,7.096,0.398,70573.6,74716.5,42768,356203.8,57512.9,866961.7
r2n10052,29.32,70.9,90.2,U=0.6 g=23% ,screen,0.1831,1574.3,2060,r2n10052,7.357,4.309,97176.8,109404.2,15256.5,364938.4,56193.3,1136725.2
r2n10053,9.801,66.95,43.77,U=0.3 g=20%,roller,0.1993,2032.3,2060 Warm,r2n10053,7.118,3.232,115275.1,68813.7,17617.8,330539.2,53412.4,1088473.1
r2n10054,32.75,11.21,51.01,U=0.3 g=20%,none,0.1043,1768,2060 Warm,r2n10054,7.25,0.794,69039.8,92337.3,32629,358572.6,56472.7,847407.9
r2n10055,56.33,10.85,98.42,U=0.6 g=18%,screen,0.1847,2264.4,2060,r2n10055,7.225,0.676,54362.6,83313.2,33449,340107.5,53919.3,881323.8
r2n10056,35.61,43.01,77.34,U=0.3 g=20%,screen,0.1988,1162.5,2060 Warm,r2n10056,7.042,2.459,95451.5,66659.3,19621.9,319623.8,51638.6,995695.3
r2n10057,79.61,21.61,51.68,U=0.6 g=23% ,none,0.14,1053.4,2060 Warm,r2n10057,7.129,1.868,83784.1,88346.8,21566.3,342626.4,53951.7,949194.9
r2n10058,87.98,93.48,46.2,U=0.6 g=18%,screen,0.1164,978.6,2060,r2n10058,7.463,3.504,106221.6,136233.4,17367.6,406950.8,61479.7,1284094.7
r2n10059,0.1509,97.07,64.99,U=0.7 g=42%,none,0.1014,2561.7,2060,r2n10059,8.153,9.275,250202.6,116983,10158.2,456821.9,72000.6,1507016.6
r2n10060,28.54,89.34,8.179,U=0.6 g=23% ,roller,0.1675,2280.6,2060,r2n10060,7.391,4.743,116187.3,108509.4,14881.8,374572.6,57991.2,1230095.3
r2n10061,75.99,11.16,70.42,U=0.7 g=42%,none,0.1079,375.4,2000,r2n10061,7.237,2.174,70353.5,97093.4,18614.2,339738.7,52708.5,880532.5
r2n10063,7.27,9.134,94.26,U=0.6 g=23% ,none,0.141,751,2000,r2n10063,7.435,0.6594,39176.9,99198.6,31061,346012.1,53655.6,793552.2
r2n10065,99.42,1.929,69.53,U=0.6 g=23% ,none,0.1253,2629.7,2060,r2n10065,7.226,0.7649,54776.9,91467,27218,339101.3,53061.7,876618.8
r2n10066,6.132,30.12,84.6,U=0.3 g=20%,roller,0.1223,1624.2,2060,r2n10066,7.25,1.608,62426.2,87782.9,24722.1,334695.6,52579.7,893133.9
r2n10067,25.69,47.15,45.43,U=1.1 g=34%,none,0.1132,2098,2000,r2n10067,7.57,4.548,80786.5,151224.4,13150.3,402327.8,59407.3,1067300.6
r2n10069,67.77,8.252,93.37,U=0.6 g=23% ,none,0.1475,2126.1,2060,r2n10069,7.226,1.156,56516.2,88221.1,25528.9,333133.5,52264.1,879153
r2n10071,41.9,32.5,53.57,U=0.6 g=18%,screen,0.1898,2229.2,2000,r2n10071,7.352,1.114,47103.6,95631.3,26622.3,338418.3,52593.6,908646.4
r2n10072,59.45,53.08,30.7,U=0.6 g=18%,none,0.1006,1418.2,2060,r2n10072,7.394,1.828,73469.7,124183.3,23123.4,382941.3,58185.9,1052227.3
r2n10073,98.38,96.23,36.54,U=0.7 g=42%,none,0.1844,2294.8,2060 Warm,r2n10073,8.553,10.41,330105.5,99417,9403.9,482045.4,77972.5,1656398.9
r2n10074,24.05,7.909,29.06,U=0.6 g=18%,screen,0.1444,1178.6,2000,r2n10074,7.355,0.3034,40055.7,89076.4,51016,370081.9,58802.6,777585.6
r2n10075,19.67,83.35,40.24,U=1.1 g=34%,none,0.1178,2917.7,2000,r2n10075,7.735,8.079,123432,178605,9599.1,454991,66553.1,1326910.8
r2n10078,61.01,95.02,80.78,U=0.6 g=18%,none,0.1034,571.3,2060 Warm,r2n10078,7.451,3.5,127090.7,139492.5,16592.9,422175.3,63932.6,1325944.1
r2n10079,26.31,83.95,87.35,U=0.6 g=18%,none,0.1129,44.81,2000,r2n10079,7.523,2.901,74491.1,146071.6,18306.8,401533.9,59693.5,1170588.3
r2n10080,77.12,61.38,20.9,U=0.7 g=42%,none,0.1692,85.12,2060,r2n10080,7.562,6.251,205447.6,84132.9,12222.5,393529.2,63407.7,1315375.8
r3n10001,27.65,81.55,2.19,U=0.3 g=20%,screen,0.1455,870.8,2000,r3n10001,7.239,4.051,87265.3,82444.2,16418.2,328029,51830.7,1048173.1
r3n10002,48.15,76.18,78.81,U=0.6 g=23% ,none,0.1856,1123.4,2060,r3n10002,7.376,4.779,115578.1,107806.6,14654.7,372938.6,57757.3,1218577.3
r3n10003,94.04,33.76,71.04,U=0.6 g=23% ,roller,0.1575,189.5,2060 Warm,r3n10003,7.138,2.877,99635.8,91333.8,17875.2,349144.2,54869.5,1014532.8
r3n10004,25.09,34.88,22.56,U=0.3 g=20%,none,0.1299,2874.8,2060,r3n10004,7.189,1.622,64498.4,81143.3,24688.6,327762.3,51891,920653.2
r3n10005,59.14,24.25,40.91,U=1.1 g=34%,none,0.1278,2297.6,2060,r3n10005,7.331,2.724,79337.2,115864,17085,365418.7,55742.5,975136.3
r3n10006,28.51,70.92,52.09,U=0.6 g=18%,screen,0.1972,0.08349,2000,r3n10006,7.409,2.267,67519.3,116562.5,20542.4,365313.2,55665.7,1076232.9
r3n10007,34.29,69.4,90.31,U=0.6 g=23% ,roller,0.1703,666.5,2060,r3n10007,7.355,4.649,104540.2,108494.2,15319.8,368352.3,56879.7,1153205.7
r3n10008,5.053,89.85,99.3,U=0.6 g=23% ,none,0.1592,659.4,2060,r3n10008,7.473,5.197,121601.6,119730.9,13910.6,389780,59779.6,1260644.4
r3n10009,54.04,0.5615,20.81,U=0.7 g=42%,roller,0.1721,106.4,2060 Warm,r3n10009,6.857,0.3827,74652.7,58738.4,39143,332591.5,54616.6,794890.2
r3n10010,88.02,97.28,92.4,U=0.7 g=42%,roller,0.1777,2160.9,2000,r3n10010,8.089,10.91,267786.2,111156.6,8076,456408.6,72411,1498306.5
r3n10011,76.99,56.53,75.36,U=0.6 g=23% ,none,0.1362,875.1,2060,r3n10011,7.313,4.132,99542.3,107372.5,16038,365276.9,56422.7,1124976.4
r3n10012,26.19,16.39,24.23,U=1.1 g=34%,none,0.124,1243.2,2000,r3n10012,7.443,1.485,45511.2,116532.3,22159.7,354979.4,53819.5,863595.2
r3n10013,24.43,62.43,15.43,U=0.6 g=23% ,screen,0.1347,2709.2,2060,r3n10013,7.333,3.208,81548.1,107459.4,17741,357654.1,55052,1056893.2
r3n10014,50.45,13.93,78.33,U=0.6 g=23% ,screen,0.1025,2693,2000,r3n10014,7.492,1.28,41758.7,122438.1,24896.2,364872.7,55098.7,862682.4
r3n10015,42.57,35.84,41.64,U=0.6 g=18%,none,0.102,2046.3,2060 Warm,r3n10015,7.313,1.246,80714.4,114412.1,26480.1,381492,58738.6,981974.1
r3n10016,97.93,82.68,47.88,U=0.6 g=23% ,none,0.1231,534.3,2060,r3n10016,7.417,5.699,127526.9,117133.7,13789.5,389952.2,60025.9,1295123.1
r3n10017,14.35,83.46,56.22,U=0.3 g=20%,none,0.1134,2098.4,2060 Warm,r3n10017,7.276,4.384,133434.1,86420.4,15570.1,359269,57088.8,1197471.3
r3n10018,32.49,91.82,16.36,U=0.6 g=18%,none,0.1221,1096.5,2060 Warm,r3n10018,7.386,3.014,117122.8,126342.5,18288.9,403177,61626.5,1251025.9
r3n10019,56.78,70.46,57.92,U=0.6 g=18%,none,0.1992,2253.3,2060,r3n10019,7.348,2.47,88859.7,110818.2,20147.4,370474.5,57066.4,1138221.1
r3n10020,22.03,50.84,96.51,U=0.7 g=42%,roller,0.1911,238.2,2060,r3n10020,7.374,5.185,162147.8,87274.4,13069.3,372927.4,59461.2,1173334.8
r3n10021,36.27,48.41,71.43,U=0.6 g=18%,roller,0.1515,2867.4,2060,r3n10021,7.343,1.726,71194.9,108268.3,23740.4,363229.8,55982.3,1018649.3
r3n10024,74.17,7.835,14.84,U=0.3 g=20%,none,0.1984,1939.7,2060 Warm,r3n10024,6.889,0.6136,69728.7,54151.5,33012,312999.7,51492.9,852059.2
r3n10025,65.18,56.82,28.3,U=0.6 g=18%,screen,0.1191,2400.6,2060 Warm,r3n10025,7.286,2.061,96164.1,114107,21568.6,381544.5,58773.5,1095622.9
r3n10026,60.01,7.64,63.97,U=0.7 g=42%,screen,0.1417,28.54,2060,r3n10026,7.199,1.574,64169.1,86773.1,22766.1,330990.6,52001,832905
r3n10027,63.05,60.23,21.2,U=0.6 g=23% ,none,0.1577,2767.1,2060 Warm,r3n10027,7.25,3.527,116703.1,96895.7,16291.4,363335.6,56946,1134892.8
r3n10028,21.18,87.38,84.08,U=0.6 g=18%,roller,0.165,493.3,2060,r3n10028,7.437,2.956,96575.5,127265.1,18559.2,392345,59612.3,1197486.5
r3n10029,83.97,77.77,0.874,U=0.3 g=20%,roller,0.1096,1530.1,2060 Warm,r3n10029,7.224,4.385,134601.9,82429.3,15710.1,355344.8,56718.4,1212824.4
r3n10030,19.62,66.07,23.39,U=0.6 g=23% ,none,0.1108,60.54,2060,r3n10030,7.352,3.439,93193.5,114826.3,17197.4,372666.4,57125.3,1081244.8
r3n10031,71.03,52.31,14.43,U=0.6 g=23% ,none,0.1851,847.5,2060,r3n10031,7.194,3.246,91197.5,88843.3,17908.4,340988.6,53617.3,1063650.9
r3n10032,47.59,24.4,32.64,U=0.7 g=42%,none,0.1901,2334.2,2000,r3n10032,7.107,2.396,84461.6,71112.2,18010.5,315358.5,50505.8,920966.3
r3n10033,74.05,40.85,4.811,U=0.6 g=18%,roller,0.1428,1756.1,2000,r3n10033,7.383,1.369,51242.1,107151.8,24617.6,351374.9,53954.2,955714.7
r3n10034,31.69,10.36,62.32,U=0.6 g=18%,roller,0.1611,1027.2,2060 Warm,r3n10034,7.136,0.4807,71055.6,78718.6,45580,366448.1,59013,855095
r3n10035,52.89,28.45,70.73,U=0.6 g=18%,none,0.1749,2943.2,2000,r3n10035,7.37,1.142,46553.9,99582.9,26444.5,342596.8,53012.8,906420.8
r3n10036,89.18,10.08,12.56,U=0.6 g=23% ,roller,0.1091,599.7,2000,r3n10036,7.371,0.9202,42283.1,106310.6,28329,351654.4,54074.1,845335.5
r3n10037,24.98,39.62,10.08,U=0.3 g=20%,roller,0.1912,1587.1,2000,r3n10037,7.161,1.679,53915.8,68411,23304.4,303262.3,48566.2,897837.7
r3n10038,98.12,41.8,56.38,U=0.6 g=18%,none,0.1628,668,2060 Warm,r3n10038,7.189,1.836,93397.9,98987.5,22083.2,362335.8,56593.3,1045728.7
r3n10039,89.73,88.63,55.87,U=0.7 g=42%,roller,0.1386,2680.9,2060 Warm,r3n10039,8.201,10.16,300600.5,103629.3,9651.1,469943.5,75457.4,1561279.4
r3n10041,9.227,67.43,92.21,U=0.6 g=23% ,none,0.1791,1649.1,2060,r3n10041,7.36,3.861,100404.2,106085.5,15940.5,364045.8,56309.5,1127895
r3n10042,76.35,94.93,43.32,U=0.3 g=20%,none,0.1041,1485.1,2060,r3n10042,7.276,5.676,136854.4,85568.4,14463.1,358167.8,56962.7,1296698.8
r3n10043,41.78,19.72,47.71,U=0.6 g=18%,roller,0.1631,389.9,2060 Warm,r3n10043,7.139,0.7313,72866.8,82629.8,32964,349608.5,55675.6,884193.9
r3n10044,26.63,84.1,97.97,U=0.6 g=23% ,screen,0.1335,1805.7,2060,r3n10044,7.439,5.518,106994.4,123923,14075.3,386442.1,58834,1207346.7
r3n10046,14.33,88.71,94.42,U=0.7 g=42%,screen,0.1689,554.3,2060,r3n10046,7.506,8.564,163080.4,110741.6,10173,396963,61811.2,1267241.3
r3n10047,8.579,9.464,52.72,U=0.7 g=42%,none,0.1554,1146.9,2000,r3n10047,7.294,0.8919,45684.7,83582.1,26481.5,322586.8,50762.8,787416.3
r3n10048,34.44,25.9,34.95,U=0.7 g=42%,screen,0.1003,2009.8,2060,r3n10048,7.345,2.63,69758.2,110212,19021.3,356255.1,54573,927738.2
r3n10049,99.31,55.4,80.37,U=0.3 g=20%,screen,0.1846,2533,2000,r3n10049,7.138,3.932,84893.9,73903.7,16216.6,315801.6,50353,1028333.2
r3n10050,45.72,77.1,92.03,U=1.1 g=34%,none,0.1737,460.9,2060,r3n10050,7.693,8.093,153820.5,163857.4,10198.5,456366.3,68024.6,1358016.7
r3n10051,74.77,39.45,83.09,U=0.6 g=18%,none,0.1388,2087.2,2060 Warm,r3n10051,7.244,1.775,89459.7,106181.4,22795.2,370048.4,57375.2,1034304
r3n10053,59.42,98.19,45.92,U=0.7 g=42%,roller,0.1444,326.1,2060,r3n10053,8.12,10.3,276644.2,106507.8,9730.6,459121.4,73282.3,1549030.1
r3n10054,93.15,83.9,16.72,U=0.6 g=18%,screen,0.184,353.6,2060,r3n10054,7.362,2.94,101193.3,116663.3,18591.4,382218.5,58681.4,1226910.2
r3n10055,28.7,85.27,44.14,U=0.6 g=18%,screen,0.1396,2120.5,2060 Warm,r3n10055,7.368,2.861,113780.6,122586.6,18575.7,397093.5,60850.4,1216620.2
r3n10056,5.475,43.07,57.22,U=0.6 g=23% ,none,0.1298,722.7,2060,r3n10056,7.326,2.339,72768.6,104732.2,20613.5,354222.5,54664.7,957921.8
r3n10057,72.61,86.72,28.86,U=0.6 g=18%,screen,0.1224,2854.1,2060,r3n10057,7.433,3.083,98598.1,129498.8,18545.1,396269,60128.7,1216168.4
r3n10058,80.73,34.39,63.64,U=0.3 g=20%,screen,0.1052,787.4,2060,r3n10058,7.21,2.575,73366.1,90634,20839.3,337756.2,52890.2,964875.8
r3n10059,63.28,58.08,48.02,U=0.7 g=42%,roller,0.1828,663,2000,r3n10059,7.375,6.119,163205.3,88166.2,11342.6,371445,59122.1,1154895.3
r3n10060,19.36,72.15,71.63,U=1.1 g=34%,none,0.1869,1254.4,2060 Warm,r3n10060,7.627,6.781,163982.7,148028,10809,444327.4,67186.2,1330285.4
r3n10061,54.72,34.88,22.48,U=0.3 g=20%,roller,0.1809,2953.6,2000,r3n10061,7.147,1.877,54978,69190.4,22529.5,303462.6,48537.3,910773.8
r3n10062,51,38.15,61.49,U=0.6 g=18%,screen,0.1507,2094,2060 Warm,r3n10062,7.219,1.481,84605.8,99041.4,24859.4,362127.8,56551.6,1001558.2
r3n10063,69.73,49.63,65.14,U=1.1 g=34%,none,0.1698,668.6,2060,r3n10063,7.451,5.816,121954.9,132657.8,12309.7,402921,61056,1185303.5
r3n10064,21.2,50.57,32.34,U=0.6 g=18%,none,0.1876,1955.2,2000,r3n10064,7.389,1.494,53282.8,103112.8,24273.9,347043,53514.8,965329
r3n10065,20.15,72.81,77.06,U=0.6 g=23% ,roller,0.1177,1793.3,2000,r3n10065,7.489,4.358,82613.1,128147.3,14660.2,377932.1,56960.5,1108013.2
r3n10066,48.83,75.25,24.48,U=0.7 g=42%,none,0.1165,2834.3,2060 Warm,r3n10066,7.916,7.24,244204.4,100149.7,11128.9,434512.9,69408.5,1423336.9
r3n10068,93.51,47.35,1.207,U=0.6 g=23% ,screen,0.1068,1003.7,2060 Warm,r3n10068,7.252,3.138,98356.1,109046.2,17580.7,369498.9,57039.1,1065918.7
r3n10073,6.483,3.093,87.99,U=0.3 g=20%,none,0.1137,1977.5,2060,r3n10073,7.32,0.288,51087.6,91976.7,49355,377350.4,59861.8,801800.4
r4n10001,80.76,80.66,17.42,U=1.1 g=34%,none,0.1625,33.76,2060,r4n10001,7.664,8.081,162432.6,154407.5,10375.1,450299.6,67724.5,1378407.9
r4n10002,45.91,3.201,79.98,U=0.7 g=42%,screen,0.1796,2314.4,2000,r4n10002,7.291,0.9254,45883.7,81497.5,25043.7,317575.6,50039.3,804500.8
r4n10003,75.74,14.89,90.15,U=0.6 g=18%,screen,0.1658,2469.6,2060,r4n10003,7.247,0.9815,57281.2,90256,29578,343371.3,53926.2,912608.4
r4n10004,92.25,20.05,50.3,U=0.7 g=42%,screen,0.129,706.6,2060 Warm,r4n10004,7.199,3.191,103132.1,92517.7,16344,349943.7,54913.9,980858.3
r4n10005,63.76,92.7,49.42,U=0.6 g=23% ,none,0.1821,2991.9,2060 Warm,r4n10005,7.475,5.912,155398.1,111580.5,12975.4,398526.5,62021,1347453.5
r4n10006,19.53,11.02,53.2,U=0.7 g=42%,none,0.1882,800.8,2000,r4n10006,7.185,1.184,51817.7,72389,23967.1,308055.2,49093.2,807440.2
r4n10007,60.82,85.55,40.03,U=1.1 g=34%,none,0.1605,841.6,2060,r4n10007,7.73,8.731,163850.2,163095.5,10071.8,461223.1,68956.6,1412224.7
r4n10008,5.275,27.62,90.1,U=0.3 g=20%,none,0.1339,1044.1,2000,r4n10008,7.325,1.443,47071.9,89397,24520.2,326995.2,51068.2,837444.7
r4n10009,70.95,90.25,65.43,U=0.7 g=42%,roller,0.1658,2429.8,2060,r4n10009,8.039,9.791,270029.6,102799.8,9835.9,450807.2,72103.1,1513101.6
r4n10010,70.32,84.91,25.22,U=0.6 g=18%,screen,0.1069,2144,2060 Warm,r4n10010,7.386,2.971,117259.7,129429.5,18087.8,406668.8,61994.7,1252478.6
r4n10012,5.019,15.68,27.3,U=0.6 g=23% ,none,0.122,452.3,2060,r4n10012,7.316,0.735,51310.9,94895.1,35011,355235.6,55663.2,823488.9
r4n10013,75.71,98.63,24.85,U=0.7 g=42%,screen,0.1647,408.9,2000,r4n10013,7.53,10.14,158481.3,115023.9,8665.5,396627.9,61395.5,1349596.5
r4n10015,35.81,2.999,84.51,U=0.6 g=18%,screen,0.1092,2320.5,2060 Warm,r4n10015,7.302,0.3208,69826.8,100617.8,49373,399299,63070.2,847459.9
r4n10016,61.55,71.01,33.77,U=1.1 g=34%,none,0.1651,565.6,2060,r4n10016,7.586,7.123,145007.4,146622.6,11046.3,431540.9,65015.6,1310003.1
r4n10017,24.27,36.82,88.46,U=0.6 g=23% ,none,0.1243,2826.9,2060,r4n10017,7.339,2.398,71966,107479.7,20097.6,356168.7,54784.5,970400.7
